Contract End Date must be greater than Date of Joining,合同結束日期必須大于加入的日期,
Contribution %,貢獻％,
Contribution Amount,貢獻金額,
Conversion factor for default Unit of Measure must be 1 in row {0},行{0}中默認計量單位的轉換系數必須是1,
Conversion rate cannot be 0 or 1,匯率不能為0或1,
Convert to Group,轉換為組,
Convert to Non-Group,轉換為非群組,
Cosmetics,化妝品,
Cost Center,成本中心,
Cost Center Number,成本中心編號,
Cost Center and Budgeting,成本中心和預算編制,
Cost Center is required in row {0} in Taxes table for type {1},類型{1}稅費表的行{0}必須有成本中心,
Cost Center with existing transactions can not be converted to group,有交易的成本中心不能轉化為組,
Cost Center with existing transactions can not be converted to ledger,有交易的成本中心不能轉化為總賬,
Cost Centers,成本中心,
Cost Updated,成本更新,
Cost as on,成本上,
Cost of Delivered Items,出貨物料成本,
Cost of Goods Sold,銷貨成本,
Cost of Issued Items,已發料物料成本,
Cost of New Purchase,新的采購成本,
Cost of Purchased Items,采購物料成本,
Cost of Scrapped Asset,報廢資產成本,
Cost of Sold Asset,出售資產的成本,
Cost of various activities,各種活動的費用,
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again",無法自動創建Credit Note，請取消選中&#39;Issue Credit Note&#39;並再次提交,
Could not generate Secret,無法生成秘密,
Could not retrieve information for {0}.,無法檢索{0}的信息。,
Could not solve criteria score function for {0}. Make sure the formula is valid.,無法解決{0}的標准分數函數。確保公式有效。,
Could not solve weighted score function. Make sure the formula is valid.,無法解決加權分數函數。確保公式有效。,
Could not submit some Salary Slips,無法提交一些薪資單,
"Could not update stock, invoice contains drop shipping item.",無法更新庫存，費用清單包含由供應商交貨（直接發運）項目。,
Country wise default Address Templates,國家的默認地址模板,
Course,課程,
Course Code: ,課程編號：,
Course Enrollment {0} does not exists,課程注冊{0}不存在,
Course Schedule,課程表,
Course: ,課程：,
Cr,信用,
Create,創建,
Create BOM,創建BOM,
Create Delivery Trip,建立銷售出貨配送路線安排,
Create Disbursement Entry,創建支付條目,
Create Employee,創建員工,
Create Employee Records,建立員工檔案,
"Create Employee records to manage leaves, expense claims and payroll",建立員工檔案管理葉，報銷和工資,
Create Fee Schedule,創建收費表,
Create Fees,創造費用,
Create Inter Company Journal Entry,創建國際公司日記帳分錄,
Create Invoice,創建發票,
Create Invoices,創建發票,
Create Job Card,創建工作卡,
Create Journal Entry,創建日記帳分錄,
Create Lead,創造領導力,
Create Leads,建立潛在客戶,
Create Maintenance Visit,創建維護訪問,
Create Material Request,創建物料申請,
Create Multiple,創建多個,
Create Opening Sales and Purchase Invoices,創建開倉銷售和采購發票,
Create Payment Entries,創建付款條目,
Create Payment Entry,創建付款條目,
Create Print Format,創建打印格式,
Create Purchase Order,創建采購訂單,
Create Purchase Orders,創建采購訂單,
Create Quotation,創建報價,
Create Salary Slip,建立工資單,
Create Salary Slips,創建工資單,
Create Sales Invoice,創建銷售發票,
Create Sales Order,創建銷售訂單,
Create Sales Orders to help you plan your work and deliver on-time,創建銷售訂單以幫助您規划工作並按時交付,
Create Sample Retention Stock Entry,創建樣本保留庫存條目,
Create Student,創建學生,
Create Student Batch,創建學生批處理,
Create Student Groups,創建學生組,
Create Supplier Quotation,創建供應商報價,
Create Tax Template,創建稅務模板,
Create Timesheet,創建時間表,
Create User,創建用戶,
Create Users,創建用戶,
Create Variant,創建變體,
Create Variants,創建變體,
"Create and manage daily, weekly and monthly email digests.",創建和管理每日，每周和每月的電郵地址摘要。,
Create customer quotes,創建客戶報價,
Create rules to restrict transactions based on values.,創建規則，根據屬性值來限制交易。,
Created {0} scorecards for {1} between: ,為{1}創建{0}記分卡：,
Creating Company and Importing Chart of Accounts,創建公司並導入會計科目表,
Creating Fees,創造費用,
Creating Payment Entries......,創建支付條目......,
Creating Salary Slips...,創建工資單......,
Creating student groups,創建學生組,
Creating {0} Invoice,創建{0}費用清單,
Credit,貸方,
Credit ({0}),信用（{0}）,
Credit Account,貸方科目,
Credit Balance,貸方余額,
Credit Card,信用卡,
Credit Days cannot be a negative number,信用日不能是負數,
Credit Limit,信用額度,
Credit Note,換貨憑單,
Credit Note Amount,換貨憑單金額,
Credit Note Issued,換貨憑單已發出,
Credit Note {0} has been created automatically,換貨憑單{0}已自動創建,
Credit limit has been crossed for customer {0} ({1}/{2}),客戶{0}（{1} / {2}）的信用額度已超過,
Creditors,債權人,
Criteria weights must add up to 100%,標准重量必須達100％,
Crop Cycle,作物周期,
Crops & Lands,作物和土地,
Currency Exchange must be applicable for Buying or for Selling.,外幣匯率必須適用于買入或賣出。,
Currency can not be changed after making entries using some other currency,貨幣不能使用其他貨幣進行輸入后更改,
Currency exchange rate master.,貨幣匯率主數據,
Currency for {0} must be {1},貨幣{0}必須{1},
Currency is required for Price List {0},價格清單{0}需要設定貨幣,
Currency of the Closing Account must be {0},在關閉科目的貨幣必須是{0},
Currency of the price list {0} must be {1} or {2},價格清單{0}的貨幣必須是{1}或{2},
Currency should be same as Price List Currency: {0},貨幣應與價格清單貨幣相同：{0},
Current,當前,
Current Assets,流動資產,
Current BOM and New BOM can not be same,當前BOM和新BOM不能相同,
Current Job Openings,當前職位空缺,
Current Liabilities,流動負債,
Current Qty,目前數量,
Current invoice {0} is missing,當前費用清單{0}缺失,
Custom HTML,自定義HTML,
Custom?,自定義？,
Customer,客戶,
Customer Addresses And Contacts,客戶的地址和聯系方式,
Customer Contact,客戶聯系,
Customer Database.,客戶數據庫。,
Customer Group,客戶群組,
Customer LPO,客戶采購訂單號,
Customer LPO No.,客戶采購訂單號,
Customer Name,客戶名稱,
Customer POS Id,客戶POS ID,
Customer Service,顧客服務,
Customer and Supplier,客戶和供應商,
Customer is required,客戶是必須項,
Customer isn't enrolled in any Loyalty Program,客戶未加入任何忠誠度計划,
Customer required for 'Customerwise Discount',”客戶折扣“需要指定客戶,
Customer {0} does not belong to project {1},客戶{0}不屬于項目{1},
Customer {0} is created.,客戶{0}已創建。,
Customers in Queue,在排隊的客戶,
Customize Homepage Sections,自定義主頁部分,
Customizing Forms,自定義表單,
Daily Project Summary for {0},{0}的每日項目摘要,
Daily Reminders,每日提醒,
Daily Work Summary,每日工作總結,
Daily Work Summary Group,每日工作總結組,
Data Import and Export,數據導入和導出,
Data Import and Settings,數據導入和設置,
Database of potential customers.,潛在客戶數據庫。,
Date Format,日期格式,
Date Of Retirement must be greater than Date of Joining,退休日期必須大于入職日期,
Date is repeated,日期重復,
Date of Birth,出生日期,
Date of Birth cannot be greater than today.,出生日期不能大于今天。,
Date of Commencement should be greater than Date of Incorporation,開始日期應大于公司注冊日期,
Date of Joining,入職日期,
Date of Joining must be greater than Date of Birth,入職日期必須大于出生日期,
Date of Transaction,交易日期,
Datetime,時間日期,
Day,天,
Debit,借方,
Debit ({0}),借記卡（{0}）,
Debit A/C Number,借記A / C號碼,
Debit Account,借方科目,
Debit Note,借項通知單,
Debit Note Amount,借項金額,
Debit Note Issued,借項通知已發送,
Debit To is required,借記是必需的,
Debit and Credit not equal for {0} #{1}. Difference is {2}.,借貸{0}＃不等于{1}。不同的是{2}。,
Debtors,債務人,
Debtors ({0}),債務人（{0}）,
Declare Lost,宣布失去,
Deduction,扣除,
Default Activity Cost exists for Activity Type - {0},默認情況下存在的活動類型的作業成本活動類型 -  {0},
Default BOM ({0}) must be active for this item or its template,該物料或其模板物料的默認物料清單狀態必須是激活的,
Default BOM for {0} not found,默認BOM {0}未找到,
Default BOM not found for Item {0} and Project {1},找不到物料{0}和項目{1}的默認BOM,
Default Letter Head,默認信頭,
Default Tax Template,默認稅收模板,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,因為該物料已經有使用別的計量單位的交易記錄存在了，不再允許直接修改其默認單位{0}了。如果需要請創建一個新物料，以使用不同的默認計量單位。,
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',物料變體的默認單位“{0}”必須與模板默認單位一致“{1}”,
Default settings for buying transactions.,采購業務的默認設置。,
Default settings for selling transactions.,銷售業務的默認設置。,
Default tax templates for sales and purchase are created.,銷售和采購的默認稅收模板被創建。,
Defaults,默認,
Defense,Defense,
Define Project type.,定義項目類型。,
Define budget for a financial year.,定義預算財務年度。,
Define various loan types,定義不同的貸款類型,
Del,刪除,
Delay in payment (Days),延遲支付（天）,
Delete all the Transactions for this Company,刪除所有交易本公司,
Deletion is not permitted for country {0},國家{0}不允許刪除,
Delivered,已交付,
Delivered Amount,已交付金額,
Delivered Qty,已交付數量,
Delivered: {0},交貨：{0},
Delivery,交貨,
Delivery Date,交貨日期,
Delivery Note,銷售出貨,
Delivery Note {0} is not submitted,銷售出貨單{0}未提交,
Delivery Note {0} must not be submitted,銷售出貨單{0}不應該被提交,
Delivery Notes {0} must be cancelled before cancelling this Sales Order,取消這個銷售訂單之前必須取消銷售出貨單{0},
Delivery Notes {0} updated,已更新交貨單{0},
Delivery Status,交貨狀態,
Delivery Trip,銷售出貨配送路線安排,
Delivery warehouse required for stock item {0},物料{0}為庫存管理物料，且在主數據中未定義默認倉庫，請在銷售訂單行填寫出貨倉庫信息,
Department,部門,
Department Stores,百貨,
Depreciation,折舊,
Depreciation Amount,折舊額,
Depreciation Amount during the period,期間折舊額,
Depreciation Date,折舊日期,
Depreciation Eliminated due to disposal of assets,折舊淘汰因處置資產,
